0,2,3,4,4,5,5,7
0,2,3,4,4,4,5,7
0,2,3,4,5,5,5,7
0,2,2,3,3,4,4,5
0,1,2,2,2,2,2,2
0,2,2,2,3,3,3,3
0,2,2,3,3,3,4,3
0,2,2,2,3,3,3,3
0,2,2,2,3,3,3,4
0,2,2,3,3,4,5,7
0,2,2,3,3,3,4,6
0,2,2,3,3,4,3,5
0,2,3,4,4,4,6,6
0,2,2,3,3,4,4,6
0,2,2,3,3,3,4,6
0,2,2,2,3,3,3,4
0,2,3,4,4,5,5,7
0,2,3,4,5,5,5,7
0,2,2,3,3,4,4,6
0,2,3,4,4,5,5,7
0,2,2,3,3,4,4,7
0,2,2,3,3,4,4,6
0,1,1,1,1,2,1,1
0,2,3,4,5,6,7,7
0,2,3,3,3,4,5,7
0,2,2,2,3,3,2,2
0,2,3,4,4,5,5,7
0,2,2,3,4,4,4,6
0,2,3,4,5,6,7,7
0,2,2,3,3,4,4,7
0,2,2,3,3,3,3,6
0,2,3,4,5,6,7,8
0,2,3,4,5,6,7,7
0,2,2,3,3,3,3,6
0,1,2,2,2,2,2,4
0,2,3,3,3,4,5,7
0,2,3,3,4,4,5,7
0,2,2,3,3,4,4,5
0,2,2,2,3,3,3,4
0,2,2,3,3,3,4,6
0,1,2,2,2,2,2,3
0,2,2,3,3,4,4,5
0,1,2,2,2,2,2,2
0,1,2,2,2,2,2,2
0,2,3,4,5,6,7,8
0,2,3,4,5,6,7,8
0,2,3,3,4,5,5,7
0,2,3,4,4,5,5,7
0,2,3,4,4,5,5,7
0,1,2,2,2,2,2,3
0,2,2,2,3,3,3,3
0,1,2,2,2,3,2,3
0,2,3,4,5,6,5,7
0,2,3,4,5,5,5,7
0,2,3,4,5,6,7,8
0,2,2,2,3,3,3,3
0,2,3,3,4,4,5,7
0,2,2,3,3,3,4,6
0,2,3,4,5,6,7,8
0,2,2,3,3,3,4,6
0,2,2,2,3,3,3,4
0,2,2,2,3,3,3,3
0,2,2,3,3,3,3,6
0,2,2,2,3,3,3,3
0,2,2,2,3,3,3,4
0,2,2,3,3,4,4,5
0,2,3,3,4,5,5,7
0,2,3,4,4,5,5,7
0,2,2,3,3,4,4,6
0,1,1,1,1,2,2,2
0,2,3,4,4,5,5,7
0,2,3,3,4,4,5,7
0,2,3,3,3,4,5,7
0,2,3,4,4,5,5,7
0,2,3,4,5,6,5,8
0,2,2,3,3,4,5,7
0,2,2,2,3,3,2,2
0,2,2,3,3,3,4,6
0,2,2,3,3,3,4,6
0,2,3,4,3,5,5,7
0,1,2,2,2,3,2,3
0,2,3,3,3,4,5,7
0,2,3,4,4,5,5,7
0,1,2,2,2,3,2,2
0,2,3,4,5,5,5,7
0,2,3,4,4,5,5,7
0,2,2,3,3,4,4,7
0,2,3,4,4,5,5,7
0,2,2,3,3,4,4,6
0,2,3,4,4,5,5,7
0,2,2,3,3,4,4,6
0,2,3,4,5,5,5,7
0,2,3,4,4,5,5,7
0,2,2,3,3,3,3,4
0,2,3,4,5,6,7,8
0,1,2,2,2,2,2,2
0,2,2,3,3,4,4,6
0,2,3,4,4,6,6,7
0,2,3,3,3,4,5,7
